Complex	ORF
cellular nitrogen compound biosynthetic process	GO:0044271	YCL019W
cellular nitrogen compound biosynthetic process	GO:0044271	YCL010C
cellular nitrogen compound biosynthetic process	GO:0044271	YCL001W-A
cellular nitrogen compound biosynthetic process	GO:0044271	YCL001W-B
cellular nitrogen compound biosynthetic process	GO:0044271	YCR003W
cellular nitrogen compound biosynthetic process	GO:0044271	YCR012W
cellular nitrogen compound biosynthetic process	GO:0044271	YCR014C
cellular nitrogen compound biosynthetic process	GO:0044271	YCR018C
cellular nitrogen compound biosynthetic process	GO:0044271	YCR020W-B
cellular nitrogen compound biosynthetic process	GO:0044271	YCR024C
cellular nitrogen compound biosynthetic process	GO:0044271	YCR031C
cellular nitrogen compound biosynthetic process	GO:0044271	YCR033W
cellular nitrogen compound biosynthetic process	GO:0044271	YCR039C
cellular nitrogen compound biosynthetic process	GO:0044271	YCR040W
cellular nitrogen compound biosynthetic process	GO:0044271	YCR042C
cellular nitrogen compound biosynthetic process	GO:0044271	YCR046C
cellular nitrogen compound biosynthetic process	GO:0044271	YCR052W
cellular nitrogen compound biosynthetic process	GO:0044271	YCR065W
cellular nitrogen compound biosynthetic process	GO:0044271	YCR066W
cellular nitrogen compound biosynthetic process	GO:0044271	YCR071C
cellular nitrogen compound biosynthetic process	GO:0044271	YCR077C
cellular nitrogen compound biosynthetic process	GO:0044271	YCR081W
cellular nitrogen compound biosynthetic process	GO:0044271	YCR084C
cellular nitrogen compound biosynthetic process	GO:0044271	YCR093W
cellular nitrogen compound biosynthetic process	GO:0044271	YCR097W
cellular nitrogen compound biosynthetic process	GO:0044271	YCR106W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL244W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL233W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL229W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL220C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL208W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL205C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL202W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL191W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL184C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL181W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL170W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL166C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL165W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL164C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL150W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL140C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL136W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL133C-A
cellular nitrogen compound biosynthetic process	GO:0044271	YDL130W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL130W-A
cellular nitrogen compound biosynthetic process	GO:0044271	YDL120W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL119C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL108W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL106C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL103C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL102W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL084W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL083C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL082W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL081C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL076C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL075W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL074C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL070W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL061C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL059C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL056W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL055C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL045C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL045W-A
cellular nitrogen compound biosynthetic process	GO:0044271	YDL044C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL042C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL021W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL020C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL013W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL005C
cellular nitrogen compound biosynthetic process	GO:0044271	YDL004W
cellular nitrogen compound biosynthetic process	GO:0044271	YDL002C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR005C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR007W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR012W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR020C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR023W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR025W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR026C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR034C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR034C-D
cellular nitrogen compound biosynthetic process	GO:0044271	YDR037W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR041W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR043C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR044W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR045C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR047W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR050C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR064W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR066C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR073W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR078C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR079C-A
cellular nitrogen compound biosynthetic process	GO:0044271	YDR091C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR096W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR098C-B
cellular nitrogen compound biosynthetic process	GO:0044271	YDR115W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR116C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR117C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR121W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR123C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR138W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR145W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR146C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR152W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR156W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR159W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR167W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR172W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR173C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR174W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR175C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR176W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR180W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR181C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR183W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR190C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR191W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR194C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR195W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR196C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR197W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR206W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR207C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR210W-B
cellular nitrogen compound biosynthetic process	GO:0044271	YDR210C-D
cellular nitrogen compound biosynthetic process	GO:0044271	YDR211W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR213W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR216W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR223W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR226W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR227W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR228C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR232W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR236C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR237W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR243C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR252W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR253C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR259C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR261W-B
cellular nitrogen compound biosynthetic process	GO:0044271	YDR261C-D
cellular nitrogen compound biosynthetic process	GO:0044271	YDR268W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR283C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR289C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR295C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR296W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR298C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR301W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR303C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR308C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR310C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR311W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR316W-B
cellular nitrogen compound biosynthetic process	GO:0044271	YDR322W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR322C-A
cellular nitrogen compound biosynthetic process	GO:0044271	YDR324C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR332W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR333C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR334W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR337W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR341C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR347W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR354W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR359C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR362C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR363W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR363W-A
cellular nitrogen compound biosynthetic process	GO:0044271	YDR365W-B
cellular nitrogen compound biosynthetic process	GO:0044271	YDR377W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR381W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR382W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR385W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR392W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR397C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR398W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR399W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR400W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR404C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR405W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR408C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR418W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR419W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR421W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR423C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR428C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR429C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR432W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR440W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR441C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR443C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR447C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR448W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR450W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR451C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR454C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR457W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR460W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR462W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR463W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR471W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR487C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR494W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR499W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR500C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR501W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR516C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR520C
cellular nitrogen compound biosynthetic process	GO:0044271	YDR527W
cellular nitrogen compound biosynthetic process	GO:0044271	YDR531W
cellular nitrogen compound biosynthetic process	GO:0044271	YEL062W
cellular nitrogen compound biosynthetic process	GO:0044271	YEL058W
cellular nitrogen compound biosynthetic process	GO:0044271	YEL055C
cellular nitrogen compound biosynthetic process	GO:0044271	YEL054C
cellular nitrogen compound biosynthetic process	GO:0044271	YEL050C
cellular nitrogen compound biosynthetic process	GO:0044271	YEL044W
cellular nitrogen compound biosynthetic process	GO:0044271	YEL041W
cellular nitrogen compound biosynthetic process	GO:0044271	YEL034W
cellular nitrogen compound biosynthetic process	GO:0044271	YEL029C
cellular nitrogen compound biosynthetic process	GO:0044271	YEL026W
cellular nitrogen compound biosynthetic process	GO:0044271	YEL021W
cellular nitrogen compound biosynthetic process	GO:0044271	YEL018W
cellular nitrogen compound biosynthetic process	GO:0044271	YEL009C
cellular nitrogen compound biosynthetic process	GO:0044271	YER003C
cellular nitrogen compound biosynthetic process	GO:0044271	YER007C-A
cellular nitrogen compound biosynthetic process	GO:0044271	YER014W
cellular nitrogen compound biosynthetic process	GO:0044271	YER017C
cellular nitrogen compound biosynthetic process	GO:0044271	YER019W
cellular nitrogen compound biosynthetic process	GO:0044271	YER022W
cellular nitrogen compound biosynthetic process	GO:0044271	YER025W
cellular nitrogen compound biosynthetic process	GO:0044271	YER028C
cellular nitrogen compound biosynthetic process	GO:0044271	YER037W
cellular nitrogen compound biosynthetic process	GO:0044271	YER040W
cellular nitrogen compound biosynthetic process	GO:0044271	YER045C
cellular nitrogen compound biosynthetic process	GO:0044271	YER049W
cellular nitrogen compound biosynthetic process	GO:0044271	YER050C
cellular nitrogen compound biosynthetic process	GO:0044271	YER051W
cellular nitrogen compound biosynthetic process	GO:0044271	YER056C-A
cellular nitrogen compound biosynthetic process	GO:0044271	YER063W
cellular nitrogen compound biosynthetic process	GO:0044271	YER064C
cellular nitrogen compound biosynthetic process	GO:0044271	YER066W
cellular nitrogen compound biosynthetic process	GO:0044271	YER068W
cellular nitrogen compound biosynthetic process	GO:0044271	YER070W
cellular nitrogen compound biosynthetic process	GO:0044271	YER074W
cellular nitrogen compound biosynthetic process	GO:0044271	YER087W
cellular nitrogen compound biosynthetic process	GO:0044271	YER088C
cellular nitrogen compound biosynthetic process	GO:0044271	YER090W
